url,cooking_time
https://www.menupan.com/Cook/RecipeView.asp?cookid=1331,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=718,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=229,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=596,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=464,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1540,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=324,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=90,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=433,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=947,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=360,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1330,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=300,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1676,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=107,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1596,1
https://www.menupan.com/Cook/RecipeView.asp?cookid=558,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1484,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=911,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1068,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1443,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1701,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=307,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=83,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1533,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=220,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=312,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=900,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1177,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=676,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=602,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=951,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=904,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=88,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=697,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1119,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=134,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=488,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=132,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=98,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1604,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=130,35
https://www.menupan.com/Cook/RecipeView.asp?cookid=679,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=756,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=133,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=617,85
https://www.menupan.com/Cook/RecipeView.asp?cookid=1880,70
https://www.menupan.com/Cook/RecipeView.asp?cookid=81,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1208,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=619,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=164,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=162,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=171,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1325,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=128,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=129,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=166,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1326,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1577,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1555,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=131,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=127,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=163,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=616,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1582,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1363,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1574,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=614,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=666,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1176,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=967,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=600,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1618,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=365,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1645,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=949,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1519,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1118,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1775,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1487,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=341,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=334,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=405,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=664,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1467,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1121,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=363,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=254,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=1520,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=543,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=639,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=21,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=22,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1445,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=23,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=24,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1635,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=732,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=35,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1636,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=561,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1055,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1663,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=670,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=28,25
https://www.menupan.com/Cook/RecipeView.asp?cookid=1579,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1611,25
https://www.menupan.com/Cook/RecipeView.asp?cookid=346,25
https://www.menupan.com/Cook/RecipeView.asp?cookid=1625,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=95,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=637,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=961,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1485,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=86,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=882,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=412,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=31,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=137,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=886,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1847,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=643,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=146,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=735,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1637,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=999,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=147,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=184,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=431,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=439,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=612,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1581,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1615,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=139,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=499,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=631,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=145,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=343,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1039,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=144,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=141,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=581,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=143,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=117,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1879,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=391,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=116,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=432,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1602,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1608,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=509,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1580,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=109,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=209,25
https://www.menupan.com/Cook/RecipeView.asp?cookid=203,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=181,60
